A11,A12,A13,Q1,A14,Q2,Q02,A30,A31,A32,A33,A34,Q3,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,Q5,Q05,QQ5,A61,A62,A63,A64,A65,Q06,A71,A72,A73,A74,A75,Q8,A91,A92,A93,A94,A95,A101,A102,A103,Q11,A121,A122,A123,A124,Q13,A141,A142,A143,A151,A152,A153,Q16,A171,A172,A173,A174,Q18,A191,A192,A202,Type1,Type2
1,0,0,1,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2578,3,0.1289,1,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1
1,0,0,1,0,36,4,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,2348,3,0.1174,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1516,2,0.0758,0,0,0,1,0,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1473,2,0.07365,1,0,0,0,0,1,0,1,0,0,0,4,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,18,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,1887,2,0.09435,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,1,0,0,4,1,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,14,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,802,1,0.0401,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,2899,3,0.14495,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,2197,3,0.10985,0,0,0,0,1,0,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,2,0,1,0,0,1
1,0,0,1,0,15,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1053,2,0.05265,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3235,4,0.16175,0,0,1,0,0,3,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,1,0,2,0,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1967,2,0.09835,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,33,4,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,7253,5,0.36265,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,10,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1597,2,0.07985,0,0,1,0,0,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,2,1,0,1,0,1
0,0,0,0,1,36,4,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,5842,5,0.2921,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,2,0,1,0,0,1
1,0,0,1,0,18,2,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,8471,5,0.42355,0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,1,0,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,21,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2782,3,0.1391,0,0,1,0,0,3,0,0,0,1,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
0,0,0,0,1,15,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3186,4,0.1593,0,0,0,1,0,4,0,0,0,1,0,3,0,1,0,0,0,1,0,0,3,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,12,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2028,3,0.1014,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,12,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,958,1,0.0479,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,0,0,1
0,0,0,0,1,21,3,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1591,2,0.07955,0,1,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2779,3,0.13895,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,3,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,28,3,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,2743,3,0.13715,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1149,2,0.05745,0,0,0,1,0,4,0,0,1,0,0,3,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,9,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1313,2,0.06565,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,5,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,3448,4,0.1724,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,6,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1872,2,0.0936,1,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,3,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,2058,3,0.1029,1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,9,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,2136,3,0.1068,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,660,1,0.033,0,0,1,0,0,3,0,0,0,1,0,4,0,0,0,1,0,1,0,0,4,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1287,2,0.06435,0,0,0,1,0,4,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,42,5,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,3394,4,0.1697,1,0,0,0,0,1,1,0,0,0,0,4,0,0,1,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1884,2,0.0942,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
1,0,0,1,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1620,2,0.081,1,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,20,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2629,3,0.13145,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,9,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1244,2,0.0622,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,7,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2576,3,0.1288,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,1,3,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1424,2,0.0712,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,36,4,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,11054,5,0.5527,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,518,1,0.0259,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,12,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2759,3,0.13795,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2670,3,0.1335,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2679,3,0.13395,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
1,0,0,1,0,11,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,3905,4,0.19525,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,2,1,0,0,0,1
1,0,0,1,0,6,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,343,1,0.01715,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4594,4,0.2297,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,36,4,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3620,4,0.181,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,1,0,0,0,1
1,0,0,1,0,15,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1721,2,0.08605,1,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,12,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3017,4,0.15085,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1
0,1,0,2,0,12,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,754,1,0.0377,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,18,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1950,2,0.0975,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,1,0,0,1
1,0,0,1,0,24,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2924,3,0.1462,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,1
0,0,0,0,1,48,5,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,7238,5,0.3619,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,0,2,1,0,0,0,1
0,0,0,0,1,33,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,2764,3,0.1382,1,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,4679,4,0.23395,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,1,0,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1238,2,0.0619,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,1,0,0,1
0,0,0,0,1,39,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,2569,3,0.12845,0,0,1,0,0,3,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,1,3,0,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,5152,5,0.2576,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,12,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1037,2,0.05185,0,1,0,0,0,2,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
1,0,0,1,0,15,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1478,2,0.0739,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,2,0,1,0,0,1
0,1,0,2,0,12,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,3573,4,0.17865,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,1,0,2,0,24,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1201,2,0.06005,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,30,3,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,3622,4,0.1811,0,0,0,1,0,4,0,0,0,0,1,4,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,15,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,960,1,0.048,0,0,0,1,0,4,0,0,0,1,0,2,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1163,2,0.05815,0,0,1,0,0,3,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3077,4,0.15385,1,0,0,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3757,4,0.18785,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,10,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1418,2,0.0709,0,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1
0,0,0,0,1,6,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,3518,4,0.1759,1,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,3,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,12,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1934,2,0.0967,1,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,6,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1237,2,0.06185,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,6,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,368,1,0.0184,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,12,2,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,2122,3,0.1061,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,2,1,0,1,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1585,2,0.07925,1,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1301,2,0.06505,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,1,3,0,6,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1323,2,0.06615,0,1,0,0,0,2,0,0,0,0,1,4,1,0,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,2,0,0,1,0,2,0,1,0,0,1
1,0,0,1,0,36,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,5493,5,0.27465,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,2,1,0,0,0,1
0,0,1,3,0,9,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1126,2,0.0563,0,1,0,0,0,2,0,0,0,0,1,4,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,1,3,0,15,2,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,2360,3,0.118,0,0,1,0,0,3,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1413,2,0.07065,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,39,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,8588,5,0.4294,0,1,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1
0,0,0,0,1,36,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,4686,4,0.2343,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
0,0,1,3,0,15,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2687,3,0.13435,1,0,0,0,0,1,0,0,0,1,0,4,0,0,1,0,0,1,0,0,4,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1
0,1,0,2,0,12,2,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,585,1,0.02925,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,1,0,4,1,0,0,0,1,0,0,1,1,0,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2255,3,0.11275,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
1,0,0,1,0,6,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,609,1,0.03045,1,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,1,0,1
1,0,0,1,0,6,1,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1361,2,0.06805,1,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,1,0,1,0,1
1,0,0,1,0,6,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1203,2,0.06015,0,1,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
0,0,0,0,1,6,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,700,1,0.035,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,5507,5,0.27535,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,4,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,24,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,3488,4,0.1744,0,1,0,0,0,2,0,0,0,1,0,4,0,1,0,0,0,1,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,1,0,2,0,18,2,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1113,2,0.05565,1,0,0,0,0,1,0,0,1,0,0,4,0,1,0,0,0,0,0,1,4,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,2,1,0,0,0,1
0,1,0,2,0,26,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,7966,5,0.3983,1,0,0,0,0,1,0,1,0,0,0,3,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,15,2,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1532,2,0.0766,0,1,0,0,0,2,0,0,1,0,0,3,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1
0,0,0,0,1,4,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1503,2,0.07515,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,0,0,1
1,0,0,1,0,6,1,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,662,1,0.0331,1,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,1,0,0,1
0,1,0,2,0,36,4,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2273,3,0.11365,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,2,1,0,0,0,1
0,0,0,0,1,12,2,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1503,2,0.07515,1,0,0,0,0,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1
